country,year,pop,continent,lifeExp,gdpPercap,co2Percap,regime
San Marino,1962,16183,Europe,72.5,19436.67287,NA,NA
San Marino,1967,17688,Europe,73.1,26607.00071,NA,NA
San Marino,1972,18787,Europe,73.9,34077.38632,NA,NA
San Marino,1977,20017,Europe,74.9,41571.32609,NA,NA
San Marino,1982,22055,Europe,76,45903.03992,NA,NA
San Marino,1987,22686,Europe,77.4,51352.23188,NA,NA
San Marino,1992,24125,Europe,79,55184.45817,NA,NA
San Marino,1997,25800,Europe,80.2,70279.27768,NA,NA
San Marino,2002,27491,Europe,81.3,82129.89427,NA,NA
San Marino,2007,29316,Europe,83.1,88024.25407,NA,NA
San Marino,2012,33467,Europe,84.9,58176.3778,NA,NA
San Marino,2017,34378,Europe,85.9,59524.55979,NA,NA
San Marino,2022,34090,Europe,84,70887.5739,NA,NA
Sao Tome and Principe,1952,62593,Africa,47.6,1674.02861,0.063,1. Closed autocracy
Sao Tome and Principe,1957,65871,Africa,47.7,1628.54128,0.18,1. Closed autocracy
Sao Tome and Principe,1962,69403,Africa,51.3,2013.8842,0.171,1. Closed autocracy
Sao Tome and Principe,1967,73596,Africa,55.4,2589.61052,0.162,1. Closed autocracy
Sao Tome and Principe,1972,81041,Africa,59.2,2978.51215,0.141,1. Closed autocracy
Sao Tome and Principe,1977,91301,Africa,61.8,3711.23476,0.333,1. Closed autocracy
Sao Tome and Principe,1982,102508,Africa,63.1,3901.36387,0.479,1. Closed autocracy
Sao Tome and Principe,1987,113919,Africa,63.4,3467.93122,0.466,1. Closed autocracy
Sao Tome and Principe,1992,128110,Africa,63.9,3549.7125,0.383,3. Electoral democracy
Sao Tome and Principe,1997,138922,Africa,64.1,3613.63247,0.351,3. Electoral democracy
Sao Tome and Principe,2002,149922,Africa,64.6,3822.2203,0.398,3. Electoral democracy
Sao Tome and Principe,2007,169700,Africa,65.2,4648.90078,0.507,3. Electoral democracy
Sao Tome and Principe,2012,189439,Africa,67.5,4919.55294,0.603,3. Electoral democracy
Sao Tome and Principe,2017,206970,Africa,68.9,5521.2025,0.583,3. Electoral democracy
Sao Tome and Principe,2022,226305,Africa,69.1,5632.13891,0.641,3. Electoral democracy
Saudi Arabia,1952,1826509,Asia,36.7,6464.77521,4.323,1. Closed autocracy
Saudi Arabia,1957,2183543,Asia,40.8,8898.55648,5.973,1. Closed autocracy
Saudi Arabia,1962,2620910,Asia,45.8,13820.65811,8.252,1. Closed autocracy
Saudi Arabia,1967,3157242,Asia,50.9,21903.36509,10.462,1. Closed autocracy
Saudi Arabia,1972,3905722,Asia,55.7,36425.04192,9.502,1. Closed autocracy
Saudi Arabia,1977,5083048,Asia,60,53138.61315,8.261,1. Closed autocracy
Saudi Arabia,1982,6824486,Asia,63.9,52844.95713,10.701,1. Closed autocracy
Saudi Arabia,1987,9130194,Asia,67.2,38822.92759,12.523,1. Closed autocracy
Saudi Arabia,1992,11686676,Asia,69.7,51510.35492,16.535,1. Closed autocracy
Saudi Arabia,1997,14374943,Asia,72.1,51339.53609,10.252,1. Closed autocracy
Saudi Arabia,2002,17910910,Asia,73,47847.63417,10.199,1. Closed autocracy
Saudi Arabia,2007,22368313,Asia,71.9,53086.86599,13.932,1. Closed autocracy
Saudi Arabia,2012,27062443,Asia,72.2,59471.68202,17.704,1. Closed autocracy
Saudi Arabia,2017,30782402,Asia,74.1,57942.5485,18.407,1. Closed autocracy
Saudi Arabia,2022,32175352,Asia,74.2,67178.59023,18.425,1. Closed autocracy
Senegal,1952,2686999,Africa,47.5,2679.47079,0.091,1. Closed autocracy
Senegal,1957,3072364,Africa,48.1,2856.05298,0.108,1. Closed autocracy
Senegal,1962,3534686,Africa,48.2,2928.65971,0.235,2. Electoral autocracy
Senegal,1967,4083870,Africa,47.8,2747.01158,0.113,2. Electoral autocracy
Senegal,1972,4741631,Africa,48.5,2645.73708,0.316,2. Electoral autocracy
Senegal,1977,5439549,Africa,49.6,2529.39106,0.41,2. Electoral autocracy
Senegal,1982,6156961,Africa,52.5,2656.92192,0.512,2. Electoral autocracy
Senegal,1987,7081530,Africa,55.7,2770.83176,0.354,2. Electoral autocracy
Senegal,1992,8168395,Africa,58,2799.4538,0.468,3. Electoral democracy
Senegal,1997,9283495,Africa,59.6,2772.3576,0.45,3. Electoral democracy
Senegal,2002,10466214,Africa,60.6,3019.10643,0.501,3. Electoral democracy
Senegal,2007,11770344,Africa,65.3,3295.20445,0.581,3. Electoral democracy
Senegal,2012,13310495,Africa,68,3405.10864,0.763,3. Electoral democracy
Senegal,2017,15475002,Africa,69.4,3871.45147,0.89,3. Electoral democracy
Senegal,2022,17651103,Africa,69.7,4228.73383,1.018,3. Electoral democracy
Serbia,1952,6127270,Europe,55.8,2932.56588,1.122,1. Closed autocracy
Serbia,1957,6496450,Europe,60.8,4690.95503,1.598,1. Closed autocracy
Serbia,1962,6838635,Europe,63.3,6523.2413,2.146,1. Closed autocracy
Serbia,1967,7154389,Europe,65.1,9068.7787,2.69,1. Closed autocracy
Serbia,1972,7424739,Europe,66.5,12066.90589,3.784,1. Closed autocracy
Serbia,1977,7671484,Europe,67.9,16164.92394,4.524,1. Closed autocracy
Serbia,1982,7849649,Europe,68.3,19184.09195,5.162,1. Closed autocracy
Serbia,1987,7885359,Europe,69,19857.86819,5.903,1. Closed autocracy
Serbia,1992,7859809,Europe,70,11584.70776,4.507,2. Electoral autocracy
Serbia,1997,7789182,Europe,70.6,10434.84231,5.039,2. Electoral autocracy
Serbia,2002,7616743,Europe,72.1,12260.62781,5.584,3. Electoral democracy
Serbia,2007,7482989,Europe,73.3,16904.35045,6.557,4. Liberal democracy
Serbia,2012,7324623,Europe,74.6,17992.80975,4.895,4. Liberal democracy
Serbia,2017,7073507,Europe,75.6,19437.90421,5.174,2. Electoral autocracy
Serbia,2022,6791213,Europe,75.3,24633.06978,5.108,2. Electoral autocracy
Seychelles,1952,38989,Africa,60.9,3619.25185,0.117,1. Closed autocracy
Seychelles,1957,41178,Africa,61.8,3795.2366,0.139,1. Closed autocracy
Seychelles,1962,45063,Africa,62,4071.10878,0.162,1. Closed autocracy
Seychelles,1967,50667,Africa,63.3,4220.48605,0.15,1. Closed autocracy
Seychelles,1972,56889,Africa,65.2,5514.85023,0.798,2. Electoral autocracy
Seychelles,1977,64104,Africa,67.9,7136.213,1.35,1. Closed autocracy
Seychelles,1982,67650,Africa,69.7,8208.49439,1.238,2. Electoral autocracy
Seychelles,1987,71338,Africa,70.5,10514.37445,2.883,1. Closed autocracy
Seychelles,1992,75617,Africa,70.4,15508.32625,2.372,2. Electoral autocracy
Seychelles,1997,79650,Africa,71.2,19180.16344,4.352,2. Electoral autocracy
Seychelles,2002,85857,Africa,72.2,19742.58721,6.411,2. Electoral autocracy
Seychelles,2007,91468,Africa,72.6,23201.50044,7.124,2. Electoral autocracy
Seychelles,2012,99543,Africa,73.5,24919.95521,4.554,2. Electoral autocracy
Seychelles,2017,112427,Africa,74.9,31595.66806,6.61,4. Liberal democracy
Seychelles,2022,125522,Africa,75,27978.17706,7.377,4. Liberal democracy
Sierra Leone,1952,2047200,Africa,40.9,1247.29706,0.086,1. Closed autocracy
Sierra Leone,1957,2176250,Africa,41.5,1408.09451,0.175,1. Closed autocracy
Sierra Leone,1962,2342242,Africa,42.2,1593.25604,0.137,2. Electoral autocracy
Sierra Leone,1967,2562384,Africa,43.2,1711.82768,0.097,1. Closed autocracy
Sierra Leone,1972,2814388,Africa,44.5,2018.44883,0.238,1. Closed autocracy
Sierra Leone,1977,3085354,Africa,45.6,1960.13914,0.162,2. Electoral autocracy
Sierra Leone,1982,3408183,Africa,46.1,2258.54165,0.156,2. Electoral autocracy
Sierra Leone,1987,3829718,Africa,46.2,2298.40301,0.124,2. Electoral autocracy
Sierra Leone,1992,4166366,Africa,47.2,2134.07223,0.104,1. Closed autocracy
Sierra Leone,1997,4253716,Africa,48,1768.15329,0.092,1. Closed autocracy
Sierra Leone,2002,4971435,Africa,49.9,2008.84405,0.108,2. Electoral autocracy
Sierra Leone,2007,5749352,Africa,52.1,2349.59932,0.086,3. Electoral democracy
Sierra Leone,2012,6551080,Africa,54.5,2795.43889,0.128,3. Electoral democracy
Sierra Leone,2017,7379299,Africa,56.7,2755.90429,0.139,3. Electoral democracy
Sierra Leone,2022,8276807,Africa,58.6,2937.37347,0.154,3. Electoral democracy
Singapore,1952,1126090,Asia,58.5,3146.43229,0.991,1. Closed autocracy
Singapore,1957,1458271,Asia,63.2,3870.82446,1.202,2. Electoral autocracy
Singapore,1962,1721176,Asia,65.9,5092.31013,1.481,2. Electoral autocracy
Singapore,1967,1965679,Asia,67.6,6398.45952,1.601,2. Electoral autocracy
Singapore,1972,2164334,Asia,69,11016.11952,12.988,2. Electoral autocracy
Singapore,1977,2331545,Asia,70.7,14475.0922,21.852,2. Electoral autocracy
Singapore,1982,2627417,Asia,72,21480.45895,17.925,2. Electoral autocracy
Singapore,1987,2781615,Asia,74.5,30110.36779,20.824,2. Electoral autocracy
Singapore,1992,3226465,Asia,76.4,44225.21491,25.913,2. Electoral autocracy
Singapore,1997,3796622,Asia,77.9,60552.68943,29.589,2. Electoral autocracy
Singapore,2002,4146892,Asia,79.9,65510.59032,26.378,2. Electoral autocracy
Singapore,2007,4596515,Asia,81.4,89389.31469,28.667,2. Electoral autocracy
Singapore,2012,5293340,Asia,83.4,101187.8253,45.499,2. Electoral autocracy
Singapore,2017,5604078,Asia,84.8,116471.8208,26.97,2. Electoral autocracy
Singapore,2022,5649885,Asia,84.6,133571.9624,25.427,2. Electoral autocracy
Slovak Republic,1952,3591860,Europe,64.5,7331.72146,5.883,1. Closed autocracy
Slovak Republic,1957,3936832,Europe,68.3,8716.61609,6.873,1. Closed autocracy
Slovak Republic,1962,4235790,Europe,70.3,10516.17049,8.629,1. Closed autocracy
Slovak Republic,1967,4436104,Europe,70.6,11858.69931,8.802,1. Closed autocracy
Slovak Republic,1972,4599800,Europe,70.2,13634.49989,12.356,1. Closed autocracy
Slovak Republic,1977,4837712,Europe,70.5,15342.83528,15.668,1. Closed autocracy
Slovak Republic,1982,5051807,Europe,70.7,15838.93601,15.304,1. Closed autocracy
Slovak Republic,1987,5205880,Europe,71.1,17324.73786,15.118,1. Closed autocracy
Slovak Republic,1992,5306436,Europe,71.5,13734.09589,10.538,4. Liberal democracy
Slovak Republic,1997,5369779,Europe,72.8,17657.04006,8.765,3. Electoral democracy
Slovak Republic,2002,5377688,Europe,73.8,19778.75141,8.467,4. Liberal democracy
Slovak Republic,2007,5376999,Europe,74.6,28069.62684,8.99,4. Liberal democracy
Slovak Republic,2012,5404871,Europe,76.3,30894.25128,7.964,4. Liberal democracy
Slovak Republic,2017,5435700,Europe,77.2,35042.71724,7.496,4. Liberal democracy
Slovak Republic,2022,5473197,Europe,76.9,38623.67106,7.368,4. Liberal democracy
Slovenia,1952,1479662,Europe,61.2,5297.09945,1.519,1. Closed autocracy
Slovenia,1957,1564149,Europe,64.7,7339.28679,2.163,1. Closed autocracy
Slovenia,1962,1633081,Europe,66.8,10882.7258,2.916,1. Closed autocracy
Slovenia,1967,1703870,Europe,68.1,13963.4069,3.693,1. Closed autocracy
Slovenia,1972,1768217,Europe,69,19478.63927,5.178,1. Closed autocracy
Slovenia,1977,1851321,Europe,70.3,25471.32787,6.026,1. Closed autocracy
Slovenia,1982,1917975,Europe,71,28225.42157,7.964,1. Closed autocracy
Slovenia,1987,1988021,Europe,72.2,28758.28245,8.364,1. Closed autocracy
Slovenia,1992,1995859,Europe,73.4,21535.99399,9.864,4. Liberal democracy
Slovenia,1997,1984398,Europe,74.9,26606.59927,9.393,4. Liberal democracy
Slovenia,2002,1991572,Europe,76.4,31664.56603,9.803,4. Liberal democracy
Slovenia,2007,2014158,Europe,78.3,39879.39188,11.233,4. Liberal democracy
Slovenia,2012,2053321,Europe,79.9,37043.06469,9.101,4. Liberal democracy
Slovenia,2017,2062410,Europe,81,41703.30395,9.417,4. Liberal democracy
Slovenia,2022,2115228,Europe,81.1,47064.15179,8.465,4. Liberal democracy
Solomon Islands,1952,113488,Oceania,51.3,1310.00356,0.039,1. Closed autocracy
Solomon Islands,1957,128678,Oceania,52.5,1429.27975,0.102,1. Closed autocracy
Solomon Islands,1962,146201,Oceania,53.8,1565.61687,0.117,1. Closed autocracy
Solomon Islands,1967,164245,Oceania,54.9,1721.90486,0.227,1. Closed autocracy
Solomon Islands,1972,184994,Oceania,56.3,1154.56329,0.319,1. Closed autocracy
Solomon Islands,1977,214418,Oceania,57.5,1580.24756,0.388,2. Electoral autocracy
Solomon Islands,1982,255200,Oceania,59.5,1957.87811,0.491,3. Electoral democracy
Solomon Islands,1987,301414,Oceania,60.9,2216.11023,0.562,3. Electoral democracy
Solomon Islands,1992,352205,Oceania,61.7,2693.26107,0.433,3. Electoral democracy
Solomon Islands,1997,407474,Oceania,62.6,2881.96726,0.376,3. Electoral democracy
Solomon Islands,2002,457671,Oceania,63.6,1971.19788,0.362,3. Electoral democracy
Solomon Islands,2007,500156,Oceania,64,2387.51606,0.365,3. Electoral democracy
Solomon Islands,2012,573606,Oceania,63.7,2743.45333,0.33,3. Electoral democracy
Solomon Islands,2017,685672,Oceania,64,2703.66071,0.272,3. Electoral democracy
Solomon Islands,2022,781066,Oceania,63.5,2517.92542,0.295,3. Electoral democracy
Somalia,1952,2340249,Africa,52.2,1312.67471,0.02,1. Closed autocracy
Somalia,1957,2665702,Africa,52.3,1418.1594,0.028,2. Electoral autocracy
Somalia,1962,3030091,Africa,52.4,1505.12403,0.037,2. Electoral autocracy
Somalia,1967,3454537,Africa,52.5,1376.81325,0.07,2. Electoral autocracy
Somalia,1972,3939436,Africa,54.6,1406.66984,0.067,1. Closed autocracy
Somalia,1977,4484050,Africa,55.5,1139.70617,0.166,1. Closed autocracy
Somalia,1982,6003840,Africa,54.3,941.31041,0.109,2. Electoral autocracy
Somalia,1987,7228302,Africa,52.2,1009.62772,0.145,1. Closed autocracy
Somalia,1992,6495107,Africa,51.8,868.16457,0.093,1. Closed autocracy
Somalia,1997,7824525,Africa,53.4,676.56539,0.068,1. Closed autocracy
Somalia,2002,9550063,Africa,54.8,756.37389,0.062,1. Closed autocracy
Somalia,2007,11322582,Africa,57.1,884.12801,0.055,1. Closed autocracy
Somalia,2012,12461160,Africa,53.5,1114.40415,0.048,1. Closed autocracy
Somalia,2017,14916629,Africa,63.1,1527.11216,0.047,1. Closed autocracy
Somalia,2022,17801897,Africa,64.4,1387.81374,0.051,1. Closed autocracy
South Africa,1952,13595543,Africa,52.4,5399.8028,4.987,2. Electoral autocracy
South Africa,1957,15244839,Africa,54.1,6024.97746,5.636,2. Electoral autocracy
South Africa,1962,17418522,Africa,55.7,6409.60474,5.885,2. Electoral autocracy
South Africa,1967,20314066,Africa,57.2,7535.96296,6.477,2. Electoral autocracy
South Africa,1972,23609456,Africa,58.6,8055.53901,6.451,2. Electoral autocracy
South Africa,1977,27118952,Africa,60.1,8050.91352,4.637,2. Electoral autocracy
South Africa,1982,31615339,Africa,62.7,9122.53648,5.05,2. Electoral autocracy
South Africa,1987,37326190,Africa,66.1,9236.57334,5.686,1. Closed autocracy
South Africa,1992,42443509,Africa,68,9452.30578,5.31,1. Closed autocracy
South Africa,1997,45666838,Africa,62.4,10487.20032,5.855,4. Liberal democracy
South Africa,2002,48019415,Africa,56.4,11617.57225,5.064,4. Liberal democracy
South Africa,2007,50528584,Africa,54.9,14037.25886,6.498,4. Liberal democracy
South Africa,2012,53782567,Africa,61,14581.58896,6.39,4. Liberal democracy
South Africa,2017,57635162,Africa,64.5,14591.43668,5.55,3. Electoral democracy
South Africa,2022,62378410,Africa,65.7,13777.19275,5.179,3. Electoral democracy
South Korea,1952,20229879,Asia,48.3,1270.72295,0.175,2. Electoral autocracy
South Korea,1957,23660791,Asia,55.1,1745.21121,0.358,2. Electoral autocracy
South Korea,1962,27509237,Asia,57.1,1791.46926,0.644,1. Closed autocracy
South Korea,1967,30495728,Asia,60,2284.24208,1.171,2. Electoral autocracy
South Korea,1972,33936465,Asia,63.7,3241.65905,1.929,2. Electoral autocracy
South Korea,1977,36843637,Asia,65.9,4876.96247,3.536,2. Electoral autocracy
South Korea,1982,39356154,Asia,67.9,6478.63526,4.7,2. Electoral autocracy
South Korea,1987,42322092,Asia,70.1,11041.41783,5.746,2. Electoral autocracy
South Korea,1992,44653695,Asia,72.9,17119.33828,8.789,3. Electoral democracy
South Korea,1997,45941537,Asia,74.8,23258.04721,10.764,4. Liberal democracy
South Korea,2002,47299120,Asia,77.1,28587.43844,11.003,4. Liberal democracy
South Korea,2007,48178118,Asia,79.6,34729.10397,13.072,4. Liberal democracy
South Korea,2012,49599579,Asia,81.3,39420.41939,13.152,4. Liberal democracy
South Korea,2017,51486270,Asia,82.9,44787.64824,13.328,4. Liberal democracy
South Korea,2022,51782512,Asia,82.6,49777.9293,13.528,4. Liberal democracy
South Sudan,1952,2569209,Africa,46.7,1711.18527,0.031,1. Closed autocracy
South Sudan,1957,2804096,Africa,47.6,1834.58416,0.037,2. Electoral autocracy
South Sudan,1962,3024308,Africa,48.2,1932.22436,0.042,1. Closed autocracy
South Sudan,1967,3277648,Africa,47.9,1754.01367,0.081,1. Closed autocracy
South Sudan,1972,3542497,Africa,48.4,1778.37272,0.122,2. Electoral autocracy
South Sudan,1977,4024032,Africa,49.2,1429.86879,0.077,2. Electoral autocracy
South Sudan,1982,4557686,Africa,49.2,1171.94929,0.066,NA
South Sudan,1987,4962395,Africa,48.8,1247.41195,0.052,2. Electoral autocracy
South Sudan,1992,4909749,Africa,50.6,1000.11308,0.069,1. Closed autocracy
South Sudan,1997,5509136,Africa,50.6,728.03187,0.083,2. Electoral autocracy
South Sudan,2002,6596806,Africa,54,696.00116,0.101,2. Electoral autocracy
South Sudan,2007,8388788,Africa,54.9,680.81284,0.142,2. Electoral autocracy
South Sudan,2012,10756240,Africa,56.2,325.292,0.132,1. Closed autocracy
South Sudan,2017,10259154,Africa,56.2,316.051,0.167,1. Closed autocracy
South Sudan,2022,11021177,Africa,56.3,1009.485,0.186,1. Closed autocracy
Spain,1952,28406041,Europe,64.6,5359.76344,1.326,1. Closed autocracy
Spain,1957,29569964,Europe,67,6417.40728,1.702,1. Closed autocracy
Spain,1962,31040106,Europe,69.6,8149.40276,1.932,1. Closed autocracy
Spain,1967,32820751,Europe,71.4,10928.57967,2.65,1. Closed autocracy
Spain,1972,34539867,Europe,72.8,14267.62167,4.435,1. Closed autocracy
Spain,1977,36551270,Europe,74.1,16946.89437,6.324,2. Electoral autocracy
Spain,1982,38047101,Europe,76,18837.81764,6.407,3. Electoral democracy
Spain,1987,38852010,Europe,76.7,23838.06091,5.745,4. Liberal democracy
Spain,1992,39420346,Europe,77.4,31130.60674,7.443,4. Liberal democracy
Spain,1997,40423826,Europe,78.7,34440.83804,6.869,4. Liberal democracy
Spain,2002,41755704,Europe,79.8,41366.64971,8.605,4. Liberal democracy
Spain,2007,45516507,Europe,81,45232.17425,9.435,4. Liberal democracy
Spain,2012,47018323,Europe,82.2,41034.04816,6.302,4. Liberal democracy
Spain,2017,46868596,Europe,83,45446.25086,6.307,4. Liberal democracy
Spain,2022,47828382,Europe,82.4,46649.56354,5.657,4. Liberal democracy
Sri Lanka,1952,8111560,Asia,57.2,2454.40462,0.235,3. Electoral democracy
Sri Lanka,1957,9000996,Asia,60.5,2216.42411,0.253,3. Electoral democracy
Sri Lanka,1962,10143754,Asia,63.4,2164.3154,0.248,3. Electoral democracy
Sri Lanka,1967,11457328,Asia,64.8,2255.03631,0.257,3. Electoral democracy
Sri Lanka,1972,12809205,Asia,65.2,2391.59521,0.312,3. Electoral democracy
Sri Lanka,1977,14049371,Asia,66.3,2529.74245,0.296,3. Electoral democracy
Sri Lanka,1982,15286567,Asia,69,3294.65433,0.475,3. Electoral democracy
Sri Lanka,1987,15916576,Asia,69.3,4085.514,0.404,2. Electoral autocracy
Sri Lanka,1992,16739284,Asia,70.6,4991.03772,0.448,2. Electoral autocracy
Sri Lanka,1997,18248200,Asia,70.7,6147.39813,0.555,3. Electoral democracy
Sri Lanka,2002,19805752,Asia,73.2,6539.77854,1.096,3. Electoral democracy
Sri Lanka,2007,20492545,Asia,74.2,8505.18757,0.962,2. Electoral autocracy
Sri Lanka,2012,21169458,Asia,76,11447.69377,1.407,2. Electoral autocracy
Sri Lanka,2017,22087522,Asia,77,14572.48582,1.716,3. Electoral democracy
Sri Lanka,2022,22834965,Asia,76.5,13249.06506,1.758,3. Electoral democracy
St. Kitts and Nevis,1952,49389,Americas,64,4077.52182,0.385,NA
St. Kitts and Nevis,1957,53821,Americas,60.2,4095.9008,0.476,NA
St. Kitts and Nevis,1962,54461,Americas,57.1,4137.70337,0.591,NA
St. Kitts and Nevis,1967,48605,Americas,64,4211.39357,0.681,NA
St. Kitts and Nevis,1972,44033,Americas,65.5,4716.513,0.811,NA
St. Kitts and Nevis,1977,43358,Americas,65.3,5754.66448,1.033,NA
St. Kitts and Nevis,1982,42532,Americas,66.3,8016.8346,1.545,NA
St. Kitts and Nevis,1987,41348,Americas,68.1,12019.61191,1.34,NA
St. Kitts and Nevis,1992,40715,Americas,69.6,15981.40671,2.704,NA
St. Kitts and Nevis,1997,43428,Americas,70.7,19610.55207,3.337,NA
St. Kitts and Nevis,2002,46020,Americas,71.9,21781.74987,4.384,NA
St. Kitts and Nevis,2007,46706,Americas,73.3,23685.70446,4.529,NA
St. Kitts and Nevis,2012,47033,Americas,73.9,25114.05726,4.411,NA
St. Kitts and Nevis,2017,47050,Americas,74.5,29948.92001,4.621,NA
St. Kitts and Nevis,2022,46709,Americas,74.3,29712.68558,4.663,NA
St. Lucia,1952,94415,Americas,55,1822.58868,0.087,NA
St. Lucia,1957,93083,Americas,56.8,2143.96851,0.126,NA
St. Lucia,1962,94505,Americas,59.3,2670.03737,0.2,NA
St. Lucia,1967,99504,Americas,61.9,3097.29699,0.332,NA
St. Lucia,1972,106002,Americas,65.1,3582.93379,0.724,NA
St. Lucia,1977,114135,Americas,67.7,4960.77778,0.618,NA
St. Lucia,1982,123087,Americas,69.1,5777.3522,0.94,NA
St. Lucia,1987,133227,Americas,70,9208.96793,1.121,NA
St. Lucia,1992,141617,Americas,71.3,14549.49555,1.061,NA
St. Lucia,1997,152569,Americas,72.9,15592.99891,2.017,NA
St. Lucia,2002,161641,Americas,74.3,16666.96197,1.817,NA
St. Lucia,2007,167758,Americas,75.3,20314.52634,2.297,NA
St. Lucia,2012,172587,Americas,76.4,21515.89963,2.304,NA
St. Lucia,2017,176342,Americas,77,22422.59704,2.31,NA
St. Lucia,2022,178781,Americas,76.6,22962.28181,2.337,NA
St. Vincent and the Grenadines,1952,65183,Americas,58.3,2876.37412,0.159,NA
St. Vincent and the Grenadines,1957,76617,Americas,55.6,3294.75299,0.096,NA
St. Vincent and the Grenadines,1962,87236,Americas,59.9,3708.51324,0.132,NA
St. Vincent and the Grenadines,1967,93124,Americas,62.8,2992.03599,0.209,NA
St. Vincent and the Grenadines,1972,97790,Americas,65.1,4331.6721,0.396,NA
St. Vincent and the Grenadines,1977,101999,Americas,68.1,3440.72203,0.338,NA
St. Vincent and the Grenadines,1982,105969,Americas,69.6,4496.33397,0.394,NA
St. Vincent and the Grenadines,1987,110001,Americas,71.2,5831.47771,0.727,NA
St. Vincent and the Grenadines,1992,112509,Americas,71.3,7982.5072,0.781,NA
St. Vincent and the Grenadines,1997,113141,Americas,71.4,9244.08829,1.224,NA
St. Vincent and the Grenadines,2002,113347,Americas,72.1,10753.63244,1.73,NA
St. Vincent and the Grenadines,2007,111531,Americas,73.5,13738.57139,2.095,NA
St. Vincent and the Grenadines,2012,108736,Americas,73.6,13397.9633,2.333,NA
St. Vincent and the Grenadines,2017,105663,Americas,74.4,15533.22128,2.021,NA
St. Vincent and the Grenadines,2022,102046,Americas,74.9,16835.02351,2.048,NA
Sudan,1952,6568609,Africa,42,1766.2885,0.126,1. Closed autocracy
Sudan,1957,7629449,Africa,45.7,1909.38031,0.167,2. Electoral autocracy
Sudan,1962,8919028,Africa,47.8,2089.0763,0.17,1. Closed autocracy
Sudan,1967,10550597,Africa,48.6,1776.00499,0.313,1. Closed autocracy
Sudan,1972,12527856,Africa,49.5,1678.95742,0.449,2. Electoral autocracy
Sudan,1977,15086614,Africa,51.3,2270.81595,0.268,2. Electoral autocracy
Sudan,1982,18486645,Africa,53.6,2138.77419,0.225,NA
Sudan,1987,20704904,Africa,55.2,2089.63879,0.167,2. Electoral autocracy
Sudan,1992,22927355,Africa,56.8,2433.68098,0.184,1. Closed autocracy
Sudan,1997,25799821,Africa,58.7,3144.11724,0.194,2. Electoral autocracy
Sudan,2002,29228727,Africa,61.2,3703.35497,0.259,2. Electoral autocracy
Sudan,2007,32764135,Africa,64.2,4411.58603,0.399,2. Electoral autocracy
Sudan,2012,36923178,Africa,66.6,4145.93164,0.393,2. Electoral autocracy
Sudan,2017,42714306,Africa,68.5,4061.01831,0.503,2. Electoral autocracy
Sudan,2022,49383346,Africa,69.3,3132.07715,0.55,1. Closed autocracy
Suriname,1952,206352,Americas,61.7,7478.59919,1.168,2. Electoral autocracy
Suriname,1957,239484,Americas,62.2,8267.38832,1.418,3. Electoral democracy
Suriname,1962,283912,Americas,63.1,9218.36662,1.629,3. Electoral democracy
Suriname,1967,342679,Americas,65.3,10420.91409,3.839,3. Electoral democracy
Suriname,1972,397413,Americas,67.6,12651.72929,4.744,3. Electoral democracy
Suriname,1977,385067,Americas,68.6,17173.28666,5.31,3. Electoral democracy
Suriname,1982,376555,Americas,69.3,16316.66476,5.187,1. Closed autocracy
Suriname,1987,396911,Americas,70,15517.20726,4.614,1. Closed autocracy
Suriname,1992,417589,Americas,70.6,16436.78717,4.832,3. Electoral democracy
Suriname,1997,448067,Americas,70.8,16024.00537,4.636,3. Electoral democracy
Suriname,2002,496551,Americas,70.9,16306.29235,3.239,3. Electoral democracy
Suriname,2007,531016,Americas,71.9,20733.97283,3.44,3. Electoral democracy
Suriname,2012,562633,Americas,72.6,24193.84124,4.164,3. Electoral democracy
Suriname,2017,593713,Americas,73,22070.51376,3.023,3. Electoral democracy
Suriname,2022,623164,Americas,72.1,18742.58738,3.391,3. Electoral democracy
Sweden,1952,7124672,Europe,71.8,13840.39301,4.849,4. Liberal democracy
Sweden,1957,7366881,Europe,72.7,15516.41353,5.292,4. Liberal democracy
Sweden,1962,7561515,Europe,73.6,17750.10758,6.772,4. Liberal democracy
Sweden,1967,7866404,Europe,74.2,20458.08008,8.894,4. Liberal democracy
Sweden,1972,8122425,Europe,74.8,22978.83716,12.024,4. Liberal democracy
Sweden,1977,8251695,Europe,75.4,24049.38644,15.29,4. Liberal democracy
Sweden,1982,8325183,Europe,76.4,28303.78284,12.73,4. Liberal democracy
Sweden,1987,8397648,Europe,77.1,35148.86124,11.295,4. Liberal democracy
Sweden,1992,8667574,Europe,78.1,38139.38547,10.786,4. Liberal democracy
Sweden,1997,8845524,Europe,79.3,41797.06937,9.712,4. Liberal democracy
Sweden,2002,8925047,Europe,80,49124.55863,9.138,4. Liberal democracy
Sweden,2007,9148274,Europe,81,56739.80248,9.984,4. Liberal democracy
Sweden,2012,9519487,Europe,81.8,56200.90226,8.081,4. Liberal democracy
Sweden,2017,10057862,Europe,82.5,59883.66776,7.175,4. Liberal democracy
Sweden,2022,10487338,Europe,83.1,63215.4363,5.956,4. Liberal democracy
Switzerland,1952,4811612,Europe,69.5,16450.02566,2.351,4. Liberal democracy
Switzerland,1957,5130162,Europe,70.7,20268.56433,3.496,4. Liberal democracy
Switzerland,1962,5573696,Europe,71.6,24361.38424,4.402,4. Liberal democracy
Switzerland,1967,5991733,Europe,72.8,28160.11997,5.624,4. Liberal democracy
